id,usuario_id,fecha,edad,sexo,estado_civil,salud_y_bienestar,relaciones,carrera_y_proposito,finanzas,desarrollo_personal,diversion_y_ocio,espiritualidad,entorno_fisico
22,15,2024-10-22 15:45:12.916515,47,masculino,union libre,7.840516216273515,7.68224560882346,9.297073832054425,7.9383623174923645,5.656863899730903,7.6686028452017565,6.953798156074132,8.155478848964199
23,11,2025-01-23 15:45:12.916519,55,femenino,soltero,7.990212410380512,9.229120480652618,7.4787038186652355,8.875868246214047,7.651159937772497,7.96593513048857,3.609156740220048,8.305955209644065
24,18,2024-06-16 15:45:12.916524,19,masculino,divorciado,3.534359868398777,6.193797608424769,4.984625275388321,4.294225991086572,4.868750632929498,2.9791358692700154,4.916859804914951,8.28519436843829
25,23,2024-06-28 15:45:12.916528,38,femenino,soltero,4.257554361643765,6.393279161518797,6.1079066955972925,6.724122512565353,6.336515266108133,2.652145370459203,9.040803927364223,5.963606986547278
26,12,2024-06-01 15:45:12.916532,50,masculino,soltero,5.3496830856143704,6.011025227447791,3.7929331177819567,3.1625204937523224,6.093473902834235,5.917536559385642,3.5202514470732247,4.811055230322004
27,6,2024-11-17 15:45:12.916537,29,masculino,casado,9.4501651545695,9.712825207668164,10.0,9.084758620003635,9.539651170917766,8.644134834898932,1.5898266615125505,8.277159572654336
28,20,2024-09-18 15:45:12.916541,39,femenino,divorciado,5.586572853106862,7.901540343230412,5.168233924710241,5.414337607000423,6.088660007885065,5.385780987066128,7.765808868929597,4.237126624940671
29,23,2024-11-24 15:45:12.916545,61,femenino,divorciado,4.58359291277359,5.652156670263908,4.144794533755433,5.196578000771333,6.447707676685229,4.870566871227524,7.27320954340912,5.683233588747176
30,13,2025-02-27 15:45:12.916549,42,femenino,casado,5.591025925615773,5.178787964081637,4.798794183919924,4.551426433059819,5.459377788734264,3.505808282050334,4.08606535284515,5.012684929274672
31,20,2024-10-07 15:45:12.916553,66,masculino,union libre,5.982636270417278,4.267193071428664,6.21352656485348,6.14804921109602,5.23678454604443,4.121287366740455,4.774016436263827,7.22767671692039
32,16,2025-03-10 15:45:12.916558,44,femenino,soltero,5.63593294714535,7.271045945454722,4.322700271262724,5.130117632345525,5.00639160383211,5.336194370536147,2.5501298996220956,4.834994978316666
33,18,2024-08-06 15:45:12.916562,59,masculino,viudo,6.773828903806729,5.684083303797996,6.005640908829843,6.846168159081399,5.5783443560241635,7.228392386106385,5.177904545219405,7.131767128055602
34,10,2024-10-25 15:45:12.916566,45,masculino,soltero,5.281412654072622,7.270612072726884,3.7139562158843304,3.6754644958645892,3.8575873529831255,6.025450924721784,7.331827430742801,7.293258531962659
35,28,2025-02-22 15:45:12.916570,33,femenino,soltero,3.4871933214710027,8.232697122041396,4.429225897322613,3.9857460048373246,5.465423026018742,1.8958788255950956,3.914790316483444,6.155386661832745
36,23,2024-08-14 15:45:12.916575,32,femenino,union libre,6.896026066843321,7.975165186394263,4.181002487692593,4.263658447137625,7.761766598414222,7.532657551256136,6.754203957572585,9.127795452814592
37,8,2025-02-09 15:45:12.916579,64,masculino,soltero,4.501625916037762,5.826297121400353,7.417377171489368,7.2264656801010245,5.296751818066047,4.256556297721425,5.927447714780864,6.773260844315042
38,18,2024-07-11 15:45:12.916583,68,masculino,casado,6.525033428358129,7.612748219327362,7.573865795005538,7.88683994682239,5.246865879960619,5.641876183261652,6.155633781762279,8.939288068446842
39,21,2024-06-22 15:45:12.916587,61,femenino,casado,5.6822588277662955,7.367329690677314,6.6585319041529765,5.464261477307224,7.517968818917959,5.033706971706925,4.031381638827264,6.297137378135191
40,1,2025-03-05 15:45:12.916592,69,femenino,divorciado,7.491431270451901,10.0,7.652068223920207,7.929249803278953,8.650664084240406,8.293288602492067,4.290751634133011,9.743826014474305
41,23,2024-08-18 15:45:12.916596,20,femenino,viudo,4.244395685654013,3.7954362639899313,7.18645106112368,6.468147644952932,5.730219784932515,4.518401470739584,1.3064551310571968,6.687306145472622
42,8,2024-06-28 15:45:12.916600,54,masculino,soltero,7.393462292759071,10.0,7.660139244459865,8.566026855950367,7.752692147429635,7.4437688155143915,3.8666611749797886,7.641898806382807
43,29,2024-06-19 15:45:12.916604,68,masculino,soltero,5.814797967094043,5.100228316074839,3.468791695796996,2.7963238464264806,7.185402183809377,6.058293705901942,7.326970916062518,5.841583811315755
44,6,2024-12-25 15:45:12.916609,24,masculino,union libre,6.815097602793726,5.471866268622533,6.034895735222523,5.379785968031591,6.3277701214443995,7.7431953794099195,3.1413356117954527,7.082758406027128
45,5,2024-06-21 15:45:12.916613,38,masculino,casado,6.138478669246418,6.47601467184598,5.532739690655468,5.978138515067209,5.367655270936648,6.041379101843095,3.4393966922861905,4.902709804785457
46,15,2024-05-19 15:45:12.916617,26,masculino,viudo,5.313120130121972,3.214567921305365,5.049656717262296,5.063868606078493,6.120159498107033,5.367439016576209,6.2803796474142475,3.714053936665993
47,22,2024-06-01 15:45:12.916621,56,masculino,divorciado,7.88880973206841,9.89061377530298,7.369392537759325,9.646044164158162,6.829933731983535,9.026980472206215,5.805536583986187,6.6761490996597
48,15,2024-11-05 15:45:12.916626,35,femenino,casado,8.033186975635582,6.297990150584749,6.226416048141823,4.597113437587571,8.554772758892176,7.701600351372424,6.379726499592601,4.915025378240937
49,2,2025-03-28 15:45:12.916630,21,masculino,divorciado,4.738382439940147,7.389920564983177,5.579848941372796,5.689701888327541,5.849721629751268,5.356523035220828,2.6735589198191922,5.088588355573237
50,1,2025-02-25 15:45:12.916634,42,masculino,union libre,1.4393473609557152,2.5463534458287524,2.132259802552593,3.2619092875249636,2.9409110934011764,1.0,10.0,3.7818653272899874
51,23,2024-09-21 15:45:12.916638,31,masculino,union libre,4.522995065811063,6.430154514029446,5.565092927305391,4.98677900437809,5.344922899688351,4.1071277243992785,2.5684932516654992,5.193628162089898
52,23,2025-02-11 15:45:12.916642,67,femenino,soltero,6.163556542695904,5.796677909825725,6.305556299832154,5.394998455092274,7.616398336865486,6.059506785896267,5.308494627468137,7.897118867869032
53,26,2025-03-15 15:45:12.916646,26,masculino,viudo,3.4383784353313205,7.499835638689834,6.4181371657497595,5.547272518103431,6.4332076313955175,3.953651288318086,4.682689008262827,7.962668019517302
54,11,2024-10-11 15:45:12.916651,43,masculino,divorciado,8.27662880598131,7.398584180780226,7.399462961512636,5.787501781862552,7.766211653878249,9.47081076853238,2.626716965269905,8.709547405313252
55,10,2024-08-24 15:45:12.916655,19,femenino,casado,7.003566723962065,9.868093490352697,7.869395094251431,9.219099721562126,9.641315816748616,7.100111987500839,4.2595811543735005,9.430954854409352
56,18,2024-10-25 15:45:12.916660,37,masculino,union libre,7.219905581705352,7.135876637455206,6.671264461747026,6.341647119940618,6.9537484410989014,5.720068670381808,5.046615201771739,4.596132983389742
57,18,2025-02-14 15:45:12.916664,45,masculino,soltero,6.683581762430907,5.985987765152782,7.1357322371343015,6.687705097334071,7.571524777986421,7.315028055964845,3.70005357627306,6.4479550596038315
58,17,2025-03-26 15:45:12.916668,64,masculino,soltero,6.507447921718377,7.226379456759258,4.172923330330277,2.0488252560001032,6.303949174387733,8.961290095864086,6.874447243069699,6.380234070294336
59,26,2024-12-23 15:45:12.916672,24,masculino,divorciado,7.2867339322982225,7.755416187922616,6.929800444911129,5.496091872449243,7.908845041761788,7.395402763365573,4.676748509075058,7.164786024083552
60,8,2024-08-11 15:45:12.916677,61,masculino,union libre,7.014306494333559,8.342412809448106,7.026836685902495,8.49222644142159,5.877985088413786,5.30553885515398,2.317450657963427,6.957594540953924
61,15,2025-02-23 15:45:12.916681,25,femenino,viudo,6.651780991328616,7.387798707295809,8.674809509122031,8.977915175222611,7.621418766364883,6.821433880799467,2.147748934661406,9.033725984139865
62,8,2024-06-25 15:45:12.916685,64,femenino,union libre,8.157254097728256,9.136671334501912,9.203315466884725,10.0,7.193894236818023,8.154241494544417,6.212330181222912,7.367658714014926
63,17,2024-04-17 15:45:12.916689,52,femenino,divorciado,5.443240120467719,8.523402916201961,7.967330036202139,9.007322476031968,6.824034522439938,5.356131277105329,2.0264584345993275,8.452168507948052
64,12,2024-06-03 15:45:12.916693,31,masculino,divorciado,7.119386563999223,8.475193401256341,4.615508538536053,3.6148882579631127,5.512940590583577,8.064796463976355,5.632852146098167,6.778283028502528
65,27,2024-10-02 15:45:12.916697,34,masculino,union libre,7.036343439099851,7.955467977714959,6.4696626127000485,8.899510341354016,7.244019131453855,8.414618225435575,5.889310371333918,7.237650830280572
66,8,2024-12-27 15:45:12.916703,53,masculino,divorciado,7.913860338311253,7.917223378255509,8.171245835110236,10.0,6.855535141597218,8.597446083512336,3.009289272151966,7.2907469199381305
67,25,2024-12-23 15:45:12.916707,67,femenino,union libre,5.876578347507161,6.877478807182978,3.4605180793393897,2.8967516372163544,4.83278276750048,5.743520262836093,6.781476167549781,6.178189790047696
68,14,2024-09-25 15:45:12.916711,57,masculino,casado,7.356109534642808,7.272280882913536,8.903921729969547,5.335716430609665,7.440092561258576,8.481788319012438,1.5644127524767355,6.264740153643376
69,4,2024-12-06 15:45:12.916721,21,masculino,union libre,4.0093085513520474,4.871299575471416,2.263445901999397,1.9069138120553202,4.150625090167875,2.515478910137807,5.592917867997118,7.0133032393393595
70,1,2024-09-22 15:45:12.916725,19,femenino,union libre,4.206710133143812,4.9242639183893,5.394201743827352,5.632498005948801,3.117316978682786,3.4906540124098173,4.918284132807983,6.53548522196731
71,1,2024-07-22 15:45:12.916729,23,masculino,divorciado,3.973321187418377,7.646696543974263,5.506641725630538,4.938922690854847,6.150426846673933,3.3686934088166476,4.762004048538213,4.076158948396081
72,19,2024-10-22 15:45:12.916734,59,femenino,divorciado,5.688070679934048,4.401704876877973,1.0,1.0,5.900164774873538,5.657120032002114,2.6442067140388548,3.8462985528252958
73,16,2024-07-19 15:45:12.916738,21,femenino,soltero,5.408543277438536,5.43939636375203,2.918575859630536,2.0899178232927413,5.568497932175582,5.915277939925374,3.1259559912001484,6.898594137182041
74,14,2024-05-13 15:45:12.916742,46,femenino,soltero,4.479883098357008,5.896627188350509,6.573940222168133,7.495574940521981,5.4791910940036725,4.279170150019724,8.237604050041195,5.355452783052918
75,21,2024-11-24 15:45:12.916747,35,masculino,casado,6.5197067549639796,8.523445456227632,8.802983502090425,8.86661674245898,7.737531413786756,5.613670960461705,7.4303100177435075,6.22664227343475
76,16,2025-03-14 15:45:12.916751,43,masculino,soltero,3.291957995122081,4.598798916554251,2.5061270833178826,3.4576411462608365,3.604265034727592,4.266808279818211,6.4841691770475975,3.7053906961481067
77,5,2024-06-24 15:45:12.916755,61,masculino,union libre,7.837490587389621,9.63207523754011,6.774129340902025,7.9963326871099625,9.196121228842923,7.602033865184928,6.879696207059375,10.0
78,9,2024-08-21 15:45:12.916761,51,masculino,divorciado,4.478719944360479,5.097205008502709,4.643325463995141,2.469001899908494,5.738340957572294,4.580848865231513,6.692027089342537,4.238220906729232
79,26,2025-02-06 15:45:12.916765,27,masculino,soltero,3.497331514079989,5.411381215424804,3.6273607426914336,2.8568385318573304,3.474046534011871,4.048399259555897,4.353287575427583,4.279186386575269
80,28,2025-02-02 15:45:12.916770,53,masculino,soltero,3.162411999495758,4.482679654465676,5.528297267542328,4.904267973901785,5.007789875618295,3.2012896074187047,5.095207103628702,3.9178455844880107
81,2,2024-05-13 15:45:12.916774,31,masculino,casado,7.412345284787394,10.0,9.002417237923336,10.0,10.0,7.455616979531684,2.0549832439179823,9.81468311388738
82,18,2024-04-06 15:45:12.916778,48,femenino,casado,6.619531963103914,6.6923520822840805,7.339509246688337,7.488514613588661,6.828908497155467,7.650005383539744,4.820608746384948,6.355024092965079
83,6,2024-10-09 15:45:12.916782,65,masculino,union libre,6.671364518323189,7.694372237887742,7.4582466009771755,8.27080719734024,7.831850705881193,6.822733992893566,7.366828499078373,6.352133525923725
84,9,2024-06-25 15:45:12.916786,32,femenino,divorciado,6.373055634661519,5.439650499594666,6.089090052376662,4.2083982831021505,7.292147700850383,7.2358526204520075,3.6785855034857287,4.719506997600544
85,1,2024-12-08 15:45:12.916791,25,masculino,casado,6.645157214649691,6.836709041496086,4.942332385865281,5.085547838362802,7.419727222602939,7.189824658968081,7.046282409374452,7.569425424240565
86,9,2024-06-17 15:45:12.916795,31,masculino,soltero,5.392259882301287,6.392244976818863,4.230794439154345,5.209087421270603,6.4698225504516245,7.409147426488204,5.183171477387526,3.935636513507479
87,25,2024-04-24 15:45:12.916799,40,masculino,divorciado,4.844385170773075,5.40634750445781,5.514005156636539,6.375970241696695,6.421053353064081,5.253798588642205,2.2292562686605355,6.879931633872455
88,16,2024-11-01 15:45:12.916803,57,femenino,divorciado,6.93148475798316,5.5828082494349145,8.451031521747222,9.074430960663573,6.55941682036448,7.569458028133933,2.7853609733073768,4.888020593110999
89,13,2024-11-25 15:45:12.916808,38,femenino,soltero,9.917054912587076,9.31112428834381,7.5299285894666035,7.542929095961729,8.82093603004753,10.0,6.8386057394155095,9.524669947746727
90,9,2024-10-28 15:45:12.916812,33,femenino,casado,2.740868663452594,3.1995268642551995,3.0009314721995515,3.0625000928250024,2.853890001687364,2.8044864234027638,6.10504817051677,4.458595574970793
91,21,2024-07-02 15:45:12.916816,62,femenino,soltero,8.756845715377114,9.176151933224483,5.222466974839983,3.5292008001301935,6.663743591078071,8.118992618647674,5.203528145975251,9.811014175728667
92,13,2024-12-18 15:45:12.916820,35,masculino,divorciado,6.778162685272519,6.0009045696415955,7.102911116592607,6.202378231405464,6.71244157473967,6.304017104149062,4.451936371504109,6.930732171969842
93,9,2024-06-06 15:45:12.916824,64,femenino,viudo,6.820733622567706,4.3878499116377885,7.656993763332226,7.887937719720389,6.005882069857679,6.356226697065218,5.421135955257171,7.332359431584155
94,11,2024-07-29 15:45:12.916830,41,masculino,viudo,4.500628682567622,5.885104238562084,3.5580490444454966,2.842073237519291,4.791145357794828,3.5502977143709034,6.760592498506498,7.786206470557074
95,4,2024-10-07 15:45:12.916834,43,masculino,union libre,8.719045340060992,7.715729707096272,10.0,10.0,7.572733680814516,9.036850509262877,7.95170656097457,7.5438903320071615
96,2,2025-02-21 15:45:12.916838,42,femenino,soltero,5.968457178912995,4.7327682861326315,6.062156532870794,6.528939083135656,6.3894310913160774,5.338940630863911,8.04736839888121,6.192462777152882
97,29,2024-10-13 15:45:12.916843,62,femenino,soltero,3.0047563684441143,5.542001140059338,1.0,2.367370254721994,5.255759096170497,3.1996091896459613,5.743919801516996,4.148079582296544
98,6,2024-07-28 15:45:12.916847,58,femenino,union libre,6.654464478049212,5.7369473368222055,5.58195851704447,6.540212343197041,6.385167130981061,6.495790034338575,4.656136619270959,6.366924259111755
99,14,2025-03-06 15:45:12.916851,46,femenino,union libre,8.05901422121954,10.0,8.813083579134926,9.040344988269494,9.273190685395479,8.017392727927025,5.292496015637711,7.392687107201905
100,4,2024-04-11 15:45:12.916855,32,femenino,union libre,9.198326594692126,7.16278025929412,9.185977635682464,9.93395806974438,4.7743064963347255,9.754383242520982,6.04424071451016,7.05005844794119
